state,city,locality,area_sqft,bedrooms,bathrooms,parking,property_age_years,property_type,furnishing,floor_no,total_floors,price_inr
Puducherry,Puducherry City,White Town,1163,2,2,2,8,Apartment,Unfurnished,10,13,12395000.0
Tamil Nadu,Chennai,T Nagar,1248,2,1,1,8,Builder Floor,Unfurnished,21,22,15823000.0
Tamil Nadu,Chennai,Velachery,350,3,3,2,12,Apartment,Furnished,12,18,3001000.0
Ladakh,Leh,Skara,2091,2,2,1,18,Apartment,Semi-Furnished,12,13,6323000.0
Jammu and Kashmir,Srinagar,Jawahar Nagar,1407,3,4,3,0,Independent House,Semi-Furnished,0,4,8053000.0
Goa,Panaji,Dona Paula,716,1,1,2,8,Apartment,Semi-Furnished,12,13,8211000.0
Tamil Nadu,Chennai,OMR,1074,3,3,1,18,Apartment,Semi-Furnished,24,25,6010000.0
Uttar Pradesh,Kanpur,Swaroop Nagar,2309,2,3,1,2,Apartment,Furnished,21,22,13078000.0
Delhi,New Delhi,Saket,350,2,2,1,5,Apartment,Unfurnished,10,21,6216000.0
Delhi,New Delhi,Karol Bagh,1395,3,4,2,12,Apartment,Unfurnished,3,8,19541000.0
Sikkim,Gangtok,MG Marg,859,1,2,0,25,Builder Floor,Semi-Furnished,19,20,6776000.0
Maharashtra,Nagpur,Dharampeth,506,2,2,2,18,Apartment,Unfurnished,12,21,2443000.0
Tamil Nadu,Chennai,Adyar,1817,5,5,1,5,Builder Floor,Semi-Furnished,17,26,28531000.0
Tripura,Agartala,Banamalipur,601,5,5,2,5,Builder Floor,Furnished,5,6,2441000.0
Madhya Pradesh,Bhopal,MP Nagar,1100,3,2,1,8,Builder Floor,Semi-Furnished,12,13,7334000.0
Telangana,Hyderabad,Gachibowli,1446,2,2,0,8,Apartment,Unfurnished,24,25,12127000.0
Jammu and Kashmir,Jammu,Trikuta Nagar,1652,2,2,2,25,Apartment,Semi-Furnished,1,17,6045000.0
Tamil Nadu,Coimbatore,Peelamedu,1489,5,6,1,5,Independent House,Unfurnished,0,11,7835000.0
Himachal Pradesh,Shimla,Sanjauli,1509,3,2,0,5,Builder Floor,Unfurnished,10,21,7970000.0
Tamil Nadu,Chennai,Adyar,1458,1,1,1,5,Builder Floor,Unfurnished,3,9,20931000.0
Haryana,Gurugram,Sector 49,842,2,1,0,0,Apartment,Unfurnished,16,18,8221000.0
Uttar Pradesh,Lucknow,Hazratganj,1884,2,1,1,2,Builder Floor,Unfurnished,9,27,13228000.0
Jharkhand,Ranchi,Harmu,1317,2,1,1,12,Independent House,Unfurnished,11,26,5811000.0
Uttar Pradesh,Lucknow,Gomti Nagar,705,4,4,2,5,Villa,Furnished,19,20,6411000.0
Uttar Pradesh,Lucknow,Hazratganj,839,2,3,2,2,Apartment,Unfurnished,14,15,7232000.0
West Bengal,Kolkata,New Town,1896,4,3,2,12,Apartment,Furnished,1,25,12266000.0
Uttar Pradesh,Lucknow,Hazratganj,922,2,2,1,8,Apartment,Unfurnished,24,25,7573000.0
Delhi,New Delhi,Karol Bagh,1747,1,2,3,2,Independent House,Semi-Furnished,4,13,29413000.0
Odisha,Bhubaneswar,Chandrasekharpur,1669,4,5,2,2,Apartment,Furnished,21,22,10025000.0
Himachal Pradesh,Shimla,Sanjauli,1587,3,4,2,0,Apartment,Semi-Furnished,1,9,9173000.0
Jammu and Kashmir,Jammu,Trikuta Nagar,1021,2,3,1,12,Villa,Unfurnished,0,25,6942000.0
Karnataka,Mysuru,Kuvempunagar,1533,4,5,1,1,Villa,Unfurnished,6,29,10680000.0
West Bengal,Kolkata,Salt Lake,1087,1,1,1,5,Builder Floor,Furnished,16,17,11385000.0
Telangana,Hyderabad,Kukatpally,1548,3,3,1,5,Apartment,Furnished,16,19,11046000.0
Jharkhand,Ranchi,Kanke Road,365,3,3,2,8,Apartment,Unfurnished,4,27,1409000.0
Meghalaya,Shillong,Laitumkhrah,1069,4,4,3,2,Builder Floor,Furnished,3,12,5930000.0
Dadra and Nagar Haveli and Daman and Diu,Daman,Moti Daman,1732,3,4,1,8,Independent House,Furnished,18,19,8568000.0
Maharashtra,Pune,Kothrud,1238,2,2,1,5,Builder Floor,Unfurnished,13,14,9721000.0
Uttar Pradesh,Noida,Sector 62,799,1,1,2,5,Apartment,Unfurnished,3,4,5271000.0
Ladakh,Leh,Skara,1585,1,1,1,12,Apartment,Unfurnished,17,18,5615000.0
Tamil Nadu,Coimbatore,RS Puram,469,5,4,3,8,Apartment,Semi-Furnished,16,27,3191000.0
Maharashtra,Pune,Viman Nagar,744,3,4,2,8,Independent House,Unfurnished,22,23,7075000.0
Goa,Panaji,Miramar,899,3,4,0,8,Independent House,Semi-Furnished,5,15,10127000.0
Gujarat,Ahmedabad,Navrangpura,1854,3,2,1,2,Apartment,Unfurnished,18,26,17532000.0
Assam,Guwahati,Zoo Road,487,4,3,1,8,Independent House,Semi-Furnished,0,17,2789000.0
Karnataka,Bengaluru,Koramangala,357,3,2,1,12,Independent House,Semi-Furnished,5,16,4491000.0
Puducherry,Puducherry City,White Town,2134,2,3,2,18,Apartment,Unfurnished,8,27,17214000.0
Puducherry,Puducherry City,Reddiarpalayam,2162,3,3,2,2,Independent House,Furnished,14,20,14516000.0
Karnataka,Bengaluru,Electronic City,1159,1,1,1,0,Apartment,Semi-Furnished,0,11,7581000.0
Bihar,Patna,Bailey Road,1424,4,4,1,12,Apartment,Semi-Furnished,22,24,10083000.0
Punjab,Ludhiana,Model Town,780,2,1,1,12,Apartment,Furnished,0,22,4667000.0
Haryana,Faridabad,Greenfield Colony,1808,3,2,2,8,Villa,Semi-Furnished,17,28,13681000.0
Tamil Nadu,Coimbatore,Peelamedu,897,3,2,1,8,Apartment,Semi-Furnished,23,24,5037000.0
West Bengal,Kolkata,New Town,928,3,2,3,1,Apartment,Semi-Furnished,20,21,8003000.0
Telangana,Hyderabad,Banjara Hills,1085,4,3,1,2,Apartment,Semi-Furnished,20,29,20857000.0
Madhya Pradesh,Bhopal,Kolar Road,928,4,3,1,5,Apartment,Furnished,0,17,4101000.0
Madhya Pradesh,Bhopal,Arera Colony,1785,3,3,1,12,Builder Floor,Unfurnished,15,16,7269000.0
Kerala,Thiruvananthapuram,Kazhakkoottam,350,3,4,1,1,Apartment,Unfurnished,1,5,1578000.0
Delhi,New Delhi,Saket,828,3,3,0,1,Builder Floor,Unfurnished,9,15,16823000.0
Uttar Pradesh,Lucknow,Gomti Nagar,1258,3,3,1,2,Apartment,Unfurnished,23,24,7537000.0
Tamil Nadu,Coimbatore,Peelamedu,350,2,2,2,5,Villa,Unfurnished,1,19,2658000.0
Ladakh,Leh,Skara,1380,3,2,2,5,Builder Floor,Unfurnished,23,26,5205000.0
Chhattisgarh,Raipur,Civil Lines,939,4,4,2,25,Villa,Semi-Furnished,10,25,4339000.0
Delhi,New Delhi,Vasant Vihar,2315,3,4,2,12,Independent House,Semi-Furnished,24,25,74047000.0
Meghalaya,Shillong,Laitumkhrah,1010,2,2,1,2,Builder Floor,Furnished,2,11,5190000.0
Gujarat,Surat,Vesu,706,1,1,1,8,Builder Floor,Unfurnished,24,25,4285000.0
Mizoram,Aizawl,Chanmari,1860,2,3,3,0,Apartment,Unfurnished,13,14,6411000.0
Madhya Pradesh,Indore,Palasia,713,2,2,2,12,Apartment,Unfurnished,16,17,4836000.0
Punjab,Ludhiana,Sarabha Nagar,780,1,2,0,12,Independent House,Semi-Furnished,12,13,5509000.0
Madhya Pradesh,Indore,Vijay Nagar,1567,2,3,1,18,Independent House,Furnished,22,23,8597000.0
Goa,Panaji,Dona Paula,1631,3,3,2,2,Apartment,Semi-Furnished,15,16,23601000.0
Tamil Nadu,Chennai,Adyar,600,2,2,2,12,Independent House,Semi-Furnished,1,18,8033000.0
Ladakh,Leh,Leh Market,350,5,4,1,8,Apartment,Furnished,0,13,1424000.0
Andaman and Nicobar Islands,Port Blair,Haddo,642,3,3,0,12,Villa,Semi-Furnished,22,23,4050000.0
Nagaland,Kohima,Dimapur Road,1606,2,3,0,2,Apartment,Furnished,2,15,5820000.0
Andhra Pradesh,Vijayawada,Governorpet,1739,4,3,2,18,Apartment,Furnished,7,13,7563000.0
Puducherry,Puducherry City,Lawspet,941,3,4,3,12,Builder Floor,Furnished,9,10,5946000.0
Telangana,Hyderabad,Banjara Hills,2547,2,1,0,0,Apartment,Semi-Furnished,10,28,39883000.0
Karnataka,Bengaluru,Hebbal,632,2,3,2,8,Independent House,Furnished,9,19,5625000.0
Gujarat,Ahmedabad,Satellite,1306,3,3,2,5,Apartment,Semi-Furnished,23,24,9736000.0
Telangana,Hyderabad,Madhapur,1964,3,2,3,25,Independent House,Furnished,19,20,14015000.0
Bihar,Patna,Boring Road,1163,3,3,2,1,Builder Floor,Semi-Furnished,22,23,7946000.0
Madhya Pradesh,Indore,Palasia,1756,2,2,2,12,Apartment,Unfurnished,21,22,11812000.0
Rajasthan,Jaipur,Malviya Nagar,1101,3,4,3,8,Apartment,Unfurnished,12,13,5794000.0
Haryana,Faridabad,Greenfield Colony,1444,1,1,1,5,Apartment,Unfurnished,7,26,7978000.0
West Bengal,Kolkata,Ballygunge,436,3,3,1,18,Builder Floor,Unfurnished,20,23,5811000.0
Punjab,Chandigarh,Sector 17,868,3,3,3,5,Villa,Unfurnished,19,28,14475000.0
Kerala,Kochi,Edappally,1086,1,2,1,5,Apartment,Furnished,19,20,7737000.0
Nagaland,Kohima,Dimapur Road,1166,2,3,1,8,Apartment,Unfurnished,9,10,3522000.0
Gujarat,Ahmedabad,Vastrapur,1953,1,1,1,18,Villa,Unfurnished,23,24,18597000.0
Goa,Panaji,Caranzalem,350,3,4,1,5,Villa,Unfurnished,23,24,4575000.0
Telangana,Hyderabad,Kukatpally,1264,3,3,1,12,Apartment,Unfurnished,8,22,6970000.0
Ladakh,Leh,Skara,1546,5,4,2,2,Apartment,Furnished,16,17,5496000.0
Himachal Pradesh,Shimla,Chhota Shimla,548,3,4,2,8,Independent House,Semi-Furnished,24,25,4009000.0
Karnataka,Bengaluru,Hebbal,350,3,2,1,18,Builder Floor,Furnished,5,19,1978000.0
Manipur,Imphal,Thangal Bazar,1006,3,4,3,18,Independent House,Unfurnished,5,24,3719000.0
Kerala,Kochi,Edappally,700,2,2,3,8,Independent House,Semi-Furnished,24,25,4781000.0
Haryana,Gurugram,DLF Phase 1,907,1,1,2,8,Apartment,Furnished,8,21,14567000.0
Nagaland,Kohima,Dimapur Road,738,1,1,2,0,Apartment,Unfurnished,3,4,2144000.0
West Bengal,Kolkata,New Town,806,3,3,3,25,Independent House,Furnished,14,27,4918000.0
Assam,Guwahati,Khanapara,350,4,5,2,12,Apartment,Semi-Furnished,12,18,1219000.0
Rajasthan,Jaipur,Vaishali Nagar,2312,4,5,1,5,Independent House,Furnished,9,12,14057000.0
Kerala,Kochi,Edappally,350,4,3,2,12,Apartment,Unfurnished,11,12,2335000.0
Jammu and Kashmir,Srinagar,Rajbagh,751,2,3,1,0,Independent House,Semi-Furnished,0,26,5379000.0
Odisha,Bhubaneswar,Patia,411,3,3,1,12,Apartment,Unfurnished,16,21,1906000.0
Uttar Pradesh,Lucknow,Gomti Nagar,1864,3,4,1,18,Builder Floor,Furnished,3,22,12395000.0
Jharkhand,Ranchi,Kanke Road,891,3,2,2,8,Builder Floor,Unfurnished,2,14,2799000.0
Tamil Nadu,Chennai,Adyar,1667,1,2,2,18,Apartment,Unfurnished,3,6,19416000.0
Jammu and Kashmir,Srinagar,Jawahar Nagar,1638,2,2,3,5,Apartment,Unfurnished,21,22,8169000.0
Maharashtra,Pune,Wakad,1653,3,3,1,1,Builder Floor,Semi-Furnished,2,12,12811000.0
Tamil Nadu,Coimbatore,RS Puram,678,2,2,1,12,Apartment,Unfurnished,15,16,4626000.0
Punjab,Chandigarh,Sector 22,1281,3,4,2,1,Independent House,Semi-Furnished,5,29,14884000.0
Chandigarh,Chandigarh City,Sector 21,1626,3,3,1,18,Apartment,Semi-Furnished,3,27,13863000.0
Chhattisgarh,Raipur,Shankar Nagar,2243,2,2,1,0,Villa,Furnished,4,26,18671000.0
Kerala,Thiruvananthapuram,Kowdiar,797,3,2,0,8,Independent House,Unfurnished,10,28,5139000.0
Telangana,Hyderabad,Gachibowli,350,4,4,1,12,Apartment,Semi-Furnished,23,24,3040000.0
Gujarat,Surat,City Light,1271,3,4,3,8,Apartment,Semi-Furnished,9,21,8137000.0
Meghalaya,Shillong,Police Bazar,1148,2,3,1,0,Independent House,Unfurnished,5,17,7744000.0
Manipur,Imphal,Lamphelpat,1273,2,3,2,12,Apartment,Semi-Furnished,20,24,4117000.0
Madhya Pradesh,Indore,Rau,1384,1,1,1,2,Independent House,Semi-Furnished,3,17,7502000.0
Bihar,Patna,Boring Road,958,2,2,2,18,Independent House,Unfurnished,18,20,5843000.0
Tamil Nadu,Chennai,Anna Nagar,1425,1,2,2,5,Apartment,Unfurnished,3,13,16599000.0
Madhya Pradesh,Indore,Vijay Nagar,350,2,2,1,1,Villa,Unfurnished,12,26,2949000.0
Gujarat,Ahmedabad,Vastrapur,2218,1,2,1,12,Builder Floor,Unfurnished,7,8,18265000.0
Telangana,Hyderabad,Gachibowli,1323,3,3,0,2,Apartment,Semi-Furnished,6,28,12574000.0
Sikkim,Gangtok,MG Marg,1035,4,4,3,2,Apartment,Semi-Furnished,5,10,9914000.0
Puducherry,Puducherry City,Lawspet,1368,2,2,1,5,Apartment,Unfurnished,10,11,6857000.0
Puducherry,Puducherry City,White Town,613,2,2,1,8,Villa,Furnished,19,22,9465000.0
Telangana,Hyderabad,Kukatpally,741,4,3,2,8,Independent House,Unfurnished,8,9,5336000.0
Goa,Margao,Fatorda,1142,4,3,1,1,Apartment,Semi-Furnished,13,14,6670000.0
Madhya Pradesh,Indore,Vijay Nagar,1795,1,1,2,1,Apartment,Unfurnished,20,22,10721000.0
Delhi,New Delhi,Karol Bagh,994,4,5,0,18,Apartment,Unfurnished,18,19,11722000.0
Punjab,Chandigarh,Sector 35,595,3,4,1,25,Apartment,Unfurnished,14,15,3619000.0
Arunachal Pradesh,Itanagar,Naharlagun,1221,2,3,1,12,Villa,Unfurnished,23,24,4517000.0
Arunachal Pradesh,Itanagar,Ganga Market,350,4,4,1,5,Independent House,Furnished,4,29,1378000.0
Chandigarh,Chandigarh City,Sector 21,1570,2,2,1,2,Builder Floor,Semi-Furnished,24,25,12363000.0
Madhya Pradesh,Bhopal,Kolar Road,565,3,2,2,8,Apartment,Furnished,10,22,2084000.0
Tamil Nadu,Chennai,Anna Nagar,648,2,2,2,12,Apartment,Semi-Furnished,17,18,6938000.0
Andhra Pradesh,Vijayawada,Governorpet,1464,2,2,0,25,Apartment,Unfurnished,6,7,4558000.0
Puducherry,Puducherry City,Reddiarpalayam,945,4,3,2,2,Apartment,Semi-Furnished,19,20,4605000.0
West Bengal,Kolkata,Howrah,2046,3,4,1,18,Independent House,Furnished,22,23,10912000.0
Andhra Pradesh,Vijayawada,Benz Circle,1505,2,1,2,25,Apartment,Unfurnished,9,10,6842000.0
West Bengal,Kolkata,Howrah,1355,1,1,3,8,Villa,Unfurnished,9,27,10310000.0
Tripura,Agartala,Akhaura Road,646,1,1,2,2,Independent House,Semi-Furnished,9,15,2476000.0
Goa,Panaji,Caranzalem,1403,1,2,1,5,Builder Floor,Unfurnished,11,26,12406000.0
Assam,Guwahati,Zoo Road,1097,1,2,2,8,Independent House,Semi-Furnished,1,25,6239000.0
Manipur,Imphal,Lamphelpat,1890,3,4,1,5,Apartment,Unfurnished,17,24,5653000.0
Chandigarh,Chandigarh City,Sector 9,1406,2,2,2,2,Apartment,Semi-Furnished,3,24,17871000.0
Rajasthan,Udaipur,Fatehpura,1850,5,5,1,12,Apartment,Furnished,20,21,12624000.0
Ladakh,Leh,Leh Market,1840,3,3,0,12,Builder Floor,Semi-Furnished,11,12,7307000.0
Andhra Pradesh,Vijayawada,Governorpet,1081,3,3,1,18,Apartment,Unfurnished,18,19,3901000.0
Haryana,Gurugram,DLF Phase 1,1534,1,1,1,8,Builder Floor,Unfurnished,7,23,23141000.0
West Bengal,Kolkata,New Town,854,2,2,3,5,Apartment,Unfurnished,19,20,5907000.0
West Bengal,Kolkata,Park Street,536,2,1,2,8,Independent House,Unfurnished,2,5,8043000.0
Telangana,Hyderabad,Gachibowli,1805,3,4,1,25,Apartment,Semi-Furnished,12,28,13401000.0
Odisha,Bhubaneswar,Saheed Nagar,1155,4,4,1,1,Builder Floor,Unfurnished,22,23,6231000.0
Manipur,Imphal,Thangal Bazar,730,1,1,3,5,Apartment,Unfurnished,9,27,2543000.0
Assam,Guwahati,Dispur,1198,3,3,1,8,Apartment,Furnished,7,27,7300000.0
Kerala,Kochi,Kakkanad,758,3,2,3,12,Villa,Unfurnished,18,21,6118000.0
Karnataka,Bengaluru,Indiranagar,1376,5,4,2,5,Independent House,Unfurnished,16,17,19893000.0
Telangana,Hyderabad,Madhapur,661,3,2,0,8,Builder Floor,Unfurnished,21,29,4790000.0
Rajasthan,Udaipur,Hiran Magri,512,3,2,0,1,Builder Floor,Furnished,13,24,2749000.0
Tamil Nadu,Chennai,OMR,2070,3,4,1,5,Apartment,Semi-Furnished,16,18,14015000.0
Maharashtra,Nagpur,Civil Lines,2544,3,3,2,2,Apartment,Semi-Furnished,3,17,17059000.0
Delhi,New Delhi,Dwarka,2390,4,4,0,2,Apartment,Semi-Furnished,10,27,30981000.0
Haryana,Gurugram,DLF Phase 1,1087,2,3,1,18,Apartment,Semi-Furnished,6,16,13760000.0
Himachal Pradesh,Shimla,Sanjauli,411,2,2,2,12,Villa,Unfurnished,6,29,2758000.0
Andhra Pradesh,Visakhapatnam,MVP Colony,659,3,4,1,5,Independent House,Furnished,24,25,4353000.0
Haryana,Gurugram,Sohna Road,1419,3,3,3,1,Villa,Unfurnished,20,21,13094000.0
Andhra Pradesh,Visakhapatnam,Madhurawada,504,1,1,1,5,Villa,Furnished,11,27,4126000.0
Rajasthan,Jaipur,C Scheme,1434,3,2,1,0,Apartment,Furnished,9,25,12943000.0
Odisha,Bhubaneswar,Patia,1487,3,4,1,0,Apartment,Unfurnished,21,22,8905000.0
Jharkhand,Ranchi,Lalpur,1635,3,3,0,5,Apartment,Unfurnished,14,15,8096000.0
Andhra Pradesh,Vijayawada,Auto Nagar,1766,5,5,1,12,Apartment,Semi-Furnished,20,21,6376000.0
Karnataka,Bengaluru,Koramangala,1780,5,4,1,25,Apartment,Unfurnished,5,6,19280000.0
Goa,Panaji,Caranzalem,2357,1,1,1,5,Apartment,Furnished,24,25,26810000.0
Telangana,Hyderabad,Kukatpally,692,1,1,2,25,Apartment,Unfurnished,13,28,3384000.0
Puducherry,Puducherry City,Lawspet,670,1,2,1,5,Apartment,Unfurnished,0,4,3934000.0
Karnataka,Bengaluru,Indiranagar,1228,5,5,1,2,Apartment,Unfurnished,14,18,18023000.0
Maharashtra,Mumbai,Powai,685,2,3,0,2,Apartment,Semi-Furnished,2,7,14078000.0
Kerala,Kochi,Edappally,1261,3,4,1,5,Builder Floor,Unfurnished,21,22,8232000.0
Mizoram,Aizawl,Chanmari,867,3,2,2,12,Builder Floor,Unfurnished,2,3,2499000.0
West Bengal,Kolkata,Park Street,1903,2,2,1,0,Independent House,Semi-Furnished,12,14,31508000.0
Maharashtra,Pune,Kothrud,1952,3,3,1,18,Apartment,Unfurnished,20,25,12687000.0
Tamil Nadu,Chennai,Velachery,2352,2,2,2,2,Apartment,Unfurnished,5,27,22299000.0
Jammu and Kashmir,Srinagar,Jawahar Nagar,900,2,3,2,5,Apartment,Unfurnished,20,28,5496000.0
Puducherry,Puducherry City,White Town,689,2,1,1,2,Independent House,Unfurnished,13,14,7338000.0
Andhra Pradesh,Visakhapatnam,Dwaraka Nagar,1137,1,1,2,5,Apartment,Unfurnished,0,4,5425000.0
West Bengal,Kolkata,Salt Lake,1714,3,3,2,8,Apartment,Unfurnished,9,19,15939000.0
Meghalaya,Shillong,Laitumkhrah,853,2,1,1,8,Apartment,Furnished,10,11,4067000.0
Gujarat,Surat,City Light,1239,2,3,0,5,Independent House,Unfurnished,7,9,7127000.0
Telangana,Hyderabad,Banjara Hills,1140,3,3,2,12,Apartment,Semi-Furnished,8,9,18999000.0
Maharashtra,Mumbai,Borivali,1047,2,1,0,2,Apartment,Unfurnished,23,24,16497000.0
Kerala,Kochi,Kakkanad,2306,4,4,3,8,Builder Floor,Unfurnished,18,19,13133000.0
Punjab,Chandigarh,Sector 22,955,1,1,2,12,Independent House,Unfurnished,5,6,8199000.0
Sikkim,Gangtok,Tadong,2243,3,3,1,0,Apartment,Furnished,23,24,13861000.0
Maharashtra,Mumbai,Dadar,854,4,4,1,25,Apartment,Unfurnished,24,25,18129000.0
Telangana,Hyderabad,Kondapur,1641,1,2,2,18,Apartment,Furnished,9,10,11753000.0
Haryana,Faridabad,Sector 15,1444,5,4,1,0,Independent House,Unfurnished,18,19,8660000.0
Gujarat,Ahmedabad,Vastrapur,1405,2,2,0,8,Apartment,Furnished,18,20,14346000.0
Telangana,Hyderabad,Kukatpally,1649,2,1,1,1,Independent House,Semi-Furnished,2,22,10888000.0
Tamil Nadu,Chennai,Adyar,1166,2,2,2,8,Apartment,Semi-Furnished,8,27,17163000.0
West Bengal,Kolkata,Park Street,1999,5,5,2,1,Villa,Semi-Furnished,16,28,51982000.0
Goa,Margao,Borda,1372,2,2,0,25,Independent House,Semi-Furnished,7,15,6060000.0
Delhi,New Delhi,Vasant Vihar,1727,2,3,1,1,Apartment,Semi-Furnished,0,2,53864000.0
Meghalaya,Shillong,Police Bazar,447,3,3,1,0,Apartment,Unfurnished,13,14,2362000.0
Punjab,Ludhiana,Model Town,1100,3,4,1,5,Apartment,Furnished,4,16,7555000.0
Karnataka,Mysuru,Gokulam,652,3,3,0,18,Independent House,Semi-Furnished,16,17,3802000.0
Maharashtra,Pune,Koregaon Park,1812,3,3,1,0,Builder Floor,Furnished,21,22,25261000.0
Telangana,Hyderabad,Madhapur,1405,2,1,0,5,Apartment,Unfurnished,0,28,12236000.0
Tamil Nadu,Coimbatore,Saibaba Colony,1141,4,3,2,8,Villa,Furnished,17,23,9735000.0
Gujarat,Surat,Vesu,1083,5,6,1,8,Apartment,Semi-Furnished,3,14,8283000.0
Karnataka,Mysuru,Vijayanagar,663,1,2,3,1,Apartment,Furnished,5,8,4266000.0
Maharashtra,Mumbai,Andheri,463,2,1,1,5,Apartment,Furnished,19,29,11029000.0
Jharkhand,Ranchi,Lalpur,1117,2,2,2,18,Builder Floor,Semi-Furnished,22,23,4978000.0
Kerala,Thiruvananthapuram,Kazhakkoottam,1466,3,2,1,5,Independent House,Unfurnished,21,22,7049000.0
Gujarat,Ahmedabad,Bopal,2063,4,4,0,12,Builder Floor,Semi-Furnished,11,15,11055000.0
Karnataka,Bengaluru,Indiranagar,2375,3,3,1,5,Villa,Semi-Furnished,19,20,41711000.0
Madhya Pradesh,Indore,Vijay Nagar,1078,2,2,3,2,Apartment,Furnished,0,15,6778000.0
Haryana,Faridabad,Sector 15,981,5,4,1,12,Apartment,Semi-Furnished,15,16,4928000.0
Haryana,Gurugram,Golf Course Road,553,2,1,1,12,Villa,Semi-Furnished,10,11,11649000.0
Tamil Nadu,Coimbatore,RS Puram,512,3,3,2,12,Independent House,Semi-Furnished,16,17,3155000.0
Maharashtra,Nagpur,Civil Lines,1239,3,4,2,8,Apartment,Furnished,16,17,9319000.0
West Bengal,Kolkata,Howrah,1383,2,1,2,0,Independent House,Unfurnished,9,25,5922000.0
Tamil Nadu,Chennai,T Nagar,813,2,3,0,2,Apartment,Furnished,1,25,12161000.0
Madhya Pradesh,Bhopal,MP Nagar,904,1,1,3,2,Independent House,Semi-Furnished,22,29,7321000.0
Lakshadweep,Kavaratti,Kavaratti Town,689,3,2,1,12,Apartment,Furnished,19,24,2899000.0
Uttar Pradesh,Noida,Sector 18,857,2,2,1,2,Independent House,Furnished,24,26,10233000.0
Punjab,Ludhiana,Sarabha Nagar,1809,2,1,3,8,Villa,Furnished,2,11,18098000.0
Karnataka,Mysuru,Vijayanagar,983,4,3,2,5,Apartment,Unfurnished,21,22,5126000.0
Karnataka,Mysuru,Vijayanagar,1938,3,3,2,2,Independent House,Semi-Furnished,13,14,9362000.0
Gujarat,Ahmedabad,Bopal,1158,1,2,2,25,Apartment,Semi-Furnished,11,26,5334000.0
Karnataka,Bengaluru,Whitefield,2445,3,4,0,2,Apartment,Unfurnished,8,23,20662000.0
Meghalaya,Shillong,Police Bazar,611,2,2,1,12,Independent House,Semi-Furnished,1,4,2849000.0
Manipur,Imphal,Lamphelpat,350,3,3,1,1,Apartment,Furnished,21,22,1348000.0
Karnataka,Mysuru,Kuvempunagar,1333,3,4,2,1,Villa,Furnished,10,15,9794000.0
Delhi,New Delhi,Vasant Vihar,1483,3,3,0,2,Apartment,Semi-Furnished,24,25,42497000.0
Maharashtra,Pune,Kothrud,1273,2,2,2,18,Apartment,Unfurnished,8,10,9191000.0
Uttar Pradesh,Kanpur,Swaroop Nagar,1271,4,3,1,8,Apartment,Unfurnished,21,25,5494000.0
Delhi,New Delhi,Dwarka,650,2,2,1,2,Independent House,Semi-Furnished,11,12,8375000.0
Andhra Pradesh,Visakhapatnam,Madhurawada,350,3,3,2,2,Villa,Unfurnished,13,16,2467000.0
Odisha,Bhubaneswar,Saheed Nagar,350,4,5,1,2,Independent House,Furnished,11,22,2879000.0
Karnataka,Bengaluru,Whitefield,1276,1,1,0,25,Apartment,Semi-Furnished,6,24,7257000.0
Haryana,Gurugram,Sohna Road,781,1,2,2,1,Apartment,Furnished,9,10,6106000.0
Gujarat,Ahmedabad,Bopal,1996,2,3,2,1,Apartment,Unfurnished,20,21,12567000.0
Chhattisgarh,Raipur,Shankar Nagar,1076,3,3,1,8,Apartment,Unfurnished,11,21,4999000.0
Jammu and Kashmir,Jammu,Gandhi Nagar,1302,3,2,2,2,Independent House,Semi-Furnished,18,26,9522000.0
Goa,Margao,Fatorda,788,1,1,0,5,Builder Floor,Semi-Furnished,21,22,5256000.0
Nagaland,Kohima,Midland,1712,3,3,2,18,Independent House,Semi-Furnished,4,22,5139000.0
Andhra Pradesh,Visakhapatnam,Madhurawada,971,1,1,2,5,Builder Floor,Semi-Furnished,9,20,5170000.0
Manipur,Imphal,Thangal Bazar,696,4,5,3,12,Independent House,Unfurnished,15,16,2184000.0
Odisha,Bhubaneswar,Patia,520,3,2,0,5,Apartment,Unfurnished,6,8,2581000.0
Dadra and Nagar Haveli and Daman and Diu,Daman,Moti Daman,1124,5,6,1,0,Apartment,Unfurnished,4,16,5365000.0
Rajasthan,Udaipur,Hiran Magri,1243,4,4,2,1,Builder Floor,Unfurnished,6,10,5616000.0
Telangana,Hyderabad,Banjara Hills,595,4,5,2,2,Independent House,Furnished,18,19,13672000.0
Uttar Pradesh,Kanpur,Civil Lines,779,2,2,1,2,Builder Floor,Semi-Furnished,7,8,3880000.0
Gujarat,Ahmedabad,Satellite,407,3,2,2,2,Builder Floor,Unfurnished,22,23,2844000.0
Tamil Nadu,Coimbatore,RS Puram,1036,2,2,2,2,Apartment,Unfurnished,9,10,8456000.0
Rajasthan,Udaipur,Fatehpura,562,1,1,1,8,Apartment,Unfurnished,22,23,2838000.0
Delhi,New Delhi,Dwarka,795,3,3,3,1,Villa,Semi-Furnished,14,15,15452000.0
Karnataka,Bengaluru,Hebbal,1236,4,5,1,8,Independent House,Unfurnished,15,16,7056000.0
Tripura,Agartala,Akhaura Road,778,3,4,2,18,Apartment,Unfurnished,19,20,2303000.0
Dadra and Nagar Haveli and Daman and Diu,Daman,Moti Daman,1207,2,2,2,8,Independent House,Unfurnished,3,4,5456000.0
Kerala,Kochi,Kakkanad,1827,1,2,1,1,Builder Floor,Semi-Furnished,5,27,10965000.0
